Player,Category,Country,Role,Runs Scored,Batting Strike Rate,Batting Average,No of Sixes,No of Fours,Balls Faced,Total career dot balls played,No of Centuries Scored,No of Half Centuries Scored,Wickets Taken,3 Wicket Hauls,5 Wicket Hauls,Bowling Strike Rate,Bowling Economy,Bowling Average,Runs Conceded,Sixes Conceded,Fours Conceded,Dot Balls Bowled,Maidens Bowled,Age of the Player,Capped/Uncapped,Last Auction Price Sold (in Crs),5 Wicket hauls,No of Catches,No of Stumpings,No of Run Outs
Player_362,International,South Africa,Spin Bowler,,,,,,,,,,311,23,,5.09,7.93,22.01,5832,230,421,1769,5,34,Capped,1.83,1,,,
Player_363,International,Sri Lanka,Pace Bowler,,,,,,,,,,104,10,,5.51,7.66,24.21,2522,79,231,912,3,27,Capped,10.1,0,,,
Player_364,International,India,Pace Bowler,,,,,,,,,,89,6,,7.71,9.2,22.96,2083,114,255,570,2,29,Uncapped,6.12,1,,,
Player_365,Domestic,India,Pace Bowler,,,,,,,,,,43,5,,21.44,9.79,26.91,1100,66,106,250,1,31,Uncapped,5.32,0,,,
Player_366,International,Australia,Spin Bowler,,,,,,,,,,229,17,,4.82,7.94,22.81,2794,187,234,911,3,28,Capped,0,0,,,
Player_367,International,New Zealand,Pace Bowler,,,,,,,,,,24,2,,6.42,9.04,25.42,890,29,38,166,1,29,Capped,0,1,,,
Player_368,International,England,Medium Pace Bowler,,,,,,,,,,260,15,,4.43,8.15,22.97,4073,117,328,2135,9,35,Capped,0,2,,,
Player_369,International,Sri Lanka,Pace Bowler,,,,,,,,,,85,11,,4.84,9.23,24.04,2452,70,205,660,0,30,Capped,0,1,,,
Player_370,International,New Zealand,Pace Bowler,,,,,,,,,,21,2,,5,8.55,27.76,555,25,54,206,0,26,Capped,2.81,0,,,
Player_371,International,Netherlands,Spin Bowler,,,,,,,,,,15,2,,5.08,8.09,24.32,499,26,49,239,0,32,Capped,1,0,,,
Player_372,International,Sri Lanka,Spin Bowler,,,,,,,,,,314,23,,3.88,6.64,22.91,3432,154,483,2275,19,28,Capped,0,0,,,
Player_373,International,India,Pace Bowler,,,,,,,,,,34,2,,8.07,9.59,35.74,1093,60,101,300,0,31,Uncapped,0.31,0,,,
Player_374,International,Australia,Pace Bowler,,,,,,,,,,137,14,,4,8.58,26.99,2187,81,164,460,1,31,Capped,0,0,,,
Player_375,International,Netherlands,Pace Bowler,,,,,,,,,,90,17,,5.26,8.14,17.69,3826,108,254,999,3,35,Capped,4.9,0,,,
Player_376,International,New Zealand,Pace Bowler,,,,,,,,,,75,7,,5.68,8.84,23.85,1945,93,141,581,5,33,Capped,8.3,0,,,
Player_377,International,India,Pace Bowler,,,,,,,,,,5,0,,9.23,12.21,48.49,246,13,20,49,0,29,Capped,0.28,0,,,
Player_378,International,Australia,Pace Bowler,,,,,,,,,,128,11,,6.1,8.67,25.69,3321,126,271,906,1,37,Capped,6.43,0,,,
Player_379,International,Sri Lanka,Spin Bowler,,,,,,,,,,111,8,,6.99,7.31,19.37,3214,97,261,888,4,25,Capped,1.62,1,,,
Player_380,International,Australia,Pace Bowler,,,,,,,,,,102,9,,8.14,8.61,23.87,4242,131,286,1013,1,32,Capped,2.57,1,,,
Player_381,Domestic,India,Pace Bowler,,,,,,,,,,53,2,,24.31,9.56,31.45,1606,56,114,531,2,28,Uncapped,8.37,0,,,
Player_382,International,Bangladesh,Pace Bowler,,,,,,,,,,61,10,,7.98,9.04,20.28,1035,68,115,480,1,25,Uncapped,0.22,0,,,
Player_383,International,New Zealand,Spin Bowler,,,,,,,,,,322,26,,5.28,7.98,20.87,5376,290,329,2243,9,38,Capped,0.14,5,,,
Player_384,International,Afghanistan,Spin Bowler,,,,,,,,,,122,14,,7.11,6.99,18.84,2529,106,152,718,5,34,Capped,4.82,1,,,
Player_385,International,South Africa,Spin Bowler,,,,,,,,,,47,5,,4.03,6.99,24.12,914,27,52,313,2,32,Capped,0,0,,,
Player_386,International,Nepal,Spin Bowler,,,,,,,,,,49,6,,6.25,8.09,18.53,1146,32,72,382,1,22,Capped,0.01,0,,,
Player_387,International,Netherlands,Spin Bowler,,,,,,,,,,124,10,,3.84,7.72,26.05,3396,117,176,1058,10,31,Capped,0.03,0,,,
Player_388,International,Australia,Pace Bowler,,,,,,,,,,139,15,,5.72,7.85,22.74,3414,88,437,1517,4,33,Capped,7.55,4,,,
Player_389,International,India,Spin Bowler,,,,,,,,,,123,11,,20.62,9.21,27.66,3868,171,367,1228,3,34,Uncapped,4.93,0,,,
Player_390,International,Netherlands,Spin Bowler,,,,,,,,,,53,3,,11.18,7.11,21.67,1038,52,53,230,0,31,Uncapped,2.67,0,,,
Player_391,International,Afghanistan,Pace Bowler,,,,,,,,,,619,51,,5.36,8.49,19.07,10566,435,940,2464,4,37,Capped,1.38,12,,,
Player_392,International,Australia,Spin Bowler,,,,,,,,,,32,2,,4.43,8.51,27.94,1102,41,65,211,1,33,Capped,0.55,0,,,
Player_393,International,India,Pace Bowler,,,,,,,,,,23,3,,11.33,9.66,37.3,956,39,66,234,1,32,Capped,2.2,0,,,
Player_394,International,South Africa,Pace Bowler,,,,,,,,,,297,25,,5.57,8.66,20.34,3950,217,382,1423,2,34,Capped,2.84,0,,,
Player_395,International,South Africa,Pace Bowler,,,,,,,,,,156,16,,5.57,8.32,23.19,3322,150,369,1123,4,35,Capped,12.6,0,,,
Player_396,International,Australia,Pace Bowler,,,,,,,,,,140,15,,6.36,8.38,24.02,2460,158,252,1097,4,34,Capped,0.23,1,,,
Player_397,International,South Africa,Spin Bowler,,,,,,,,,,1150,55,,3.69,6.3,21.03,18188,559,1790,9966,79,32,Capped,0,1,,,
Player_398,International,Australia,Pace Bowler,,,,,,,,,,70,9,,9.61,9.4,25.79,2252,116,172,394,1,30,Capped,0.7,0,,,
Player_399,International,New Zealand,Pace Bowler,,,,,,,,,,117,8,,4.98,7.75,23.55,2677,88,222,898,3,35,Capped,0.33,2,,,
Player_400,Domestic,India,Spin Bowler,,,,,,,,,,15,2,,9.17,8.93,15.52,314,10,15,67,0,26,Uncapped,0,0,,,
Ishan Kishan,International,India,Wk-Batsman,,137.65,29.11,134,288,2178,823,1,17,,,,,,,,,,,,27,Capped,11.25,,58,6,8
Sanju Samson,International,India,Wk-Batsman,,139.05,30.75,219,379,3370,1153,3,26,,,,,,,,,,,,31,Capped,18,,85,18,6
Abhishek Porel,Domestic,India,Wk-Batsman,,151.5,25.42,27,65,431,137,0,3,,,,,,,,,,,,23,Uncapped,4,,9,0,1
Dhruv Jurel,International,India,Wk-Batsman,,153.85,28.33,38,51,442,134,0,4,,,,,,,,,,,,25,Capped,14,,19,0,1
Robin Minz,Domestic,India,Wk-Batsman,,137.4,25.36,20,17,203,81,0,2,,,,,,,,,,,,23,Uncapped,0.65,,6,2,1
Rishabh Pant,International,India,Wk-Batsman,,147.5,34.16,170,321,2417,820,2,19,,,,,,,,,,,,28,Capped,27,,79,23,2
KL Rahul,International,India,Wk-Batsman,,136.3,46.21,208,452,3833,1274,5,40,,,,,,,,,,,,33,Capped,14,,80,7,2
Jitesh Sharma,International,India,Wk-Batsman,,157.05,25.41,62,77,631,224,0,1,,,,,,,,,,,,32,Capped,11,,44,5,5
Prabhsiman Singh,Domestic,India,Wk-Batsman,,152.76,26.57,71,141,810,326,1,6,,,,,,,,,,,,25,Uncapped,4,,6,1,0
Anuj Rawat,Domestic,India,Wk-Batsman,,119.1,19.87,14,26,267,114,0,1,,,,,,,,,,,,26,Uncapped,0.3,,18,0,1
KS Bharat,Domestic,India,Wk-Batsman,,122.1,28.42,8,12,163,58,0,1,,,,,,,,,,,,32,Uncapped,0,,5,1,0
Kumar Kushagra,Domestic,India,Wk-Batsman,,108.8,28.6,27,54,565,246,0,4,,,,,,,,,,,,21,Uncapped,0.65,,9,7,2
Aryan Juyal,Domestic,India,Wk-Batsman,,130.98,30.69,22,77,539,250,0,6,,,,,,,,,,,,24,Uncapped,0.3,,15,6,0
Akshay Wadkar,Domestic,India,Wk-Batsman,,104.44,24.44,8,50,585,235,0,2,,,,,,,,,,,,31,Uncapped,0,,16,1,0
MS Dhoni,International,India,Wk-Batsman,,137.9,38.3,264,375,3957,935,0,24,,,,,,,,,,,,44,Uncapped,4,,158,47,6
Josh Inglis,International,Australia,Wk-Batsman,,161.8,30.89,16,24,165,62,0,1,,,,,,,,,,,,30,Capped,8.6,,9,1,0
Ben Mcdermott,International,Australia,Wk-Batsman,,139.7,34.11,241,399,3575,1228,3,32,,,,,,,,,,,,31,Capped,0.33,,92,16,2
Ben Dunk,International,Australia,Wk-Batsman,,142.2,28,180,335,2814,940,1,21,,,,,,,,,,,,38,Capped,1.19,,86,9,0
Matthew Wade,International,Australia,Wk-Batsman,,141.6,26.13,115,305,2351,750,1,20,,,,,,,,,,,,38,Capped,0,,68,11,5
Alex Carey,International,Australia,Wk-Batsman,,133.9,33.66,61,222,1647,565,2,14,,,,,,,,,,,,34,Capped,0,,60,7,6
Harry Nielsen,International,Australia,Wk-Batsman,,120.6,19,8,51,475,141,0,1,,,,,,,,,,,,30,Uncapped,0,,32,3,5
Jos Buttler,International,England,Wk-Batsman,,149.4,34.6302521,185,407,2759,1002,7,24,,,,,,,,,,,,35,Capped,15.75,,63,3,1
Philip Salt,International,England,Wk-Batsman,,175.7,31.05882353,56,122,601,216,0,10,,,,,,,,,,,,29,Capped,11.5,,26,0,3
Sam Billings,International,England,Wk-Batsman,,129.6,18.62962963,20,40,388,139,0,3,,,,,,,,,,,,34,Capped,2,,19,1,0
Jamie Smith,International,England,Wk-Batsman,,134.1,18.75438596,42,87,797,261,0,4,,,,,,,,,,,,25,Capped,0,,39,7,2
James Rew,International,England,Wk-Batsman,,122.9,9.709677419,8,26,245,87,0,1,,,,,,,,,,,,23,Capped,0.092,,4,0,2
Tim Seifert,International,New Zealand,Wk-Batsman,,132.9,25.92655367,187,438,3454,1329,4,21,,,,,,,,,,,,31,Capped,1.5,,124,21,13
Devon Conway,International,New Zealand,Wk-Batsman,,139.7,40,34,116,773,265,0,11,,,,,,,,,,,,34,Capped,0,,10,0,0
Tom Blundell,International,New Zealand,Wk-Batsman,,141.2,27.15384615,38,94,750,241,0,7,,,,,,,,,,,,35,Capped,0,,32,3,2
Mitchell Hay,International,New Zealand,Wk-Batsman,,147.6,20.08,25,27,340,100,0,2,,,,,,,,,,,,25,Capped,0,,27,2,1
Ryan Rickelton,International,South Africa,Wk-Batsman,,151,29.84615385,17,47,257,105,0,3,,,,,,,,,,,,29,Capped,1,,11,5,3
Quinton De Kock,International,South Africa,Wk-Batsman,,133.9,30.37614679,134,325,2472,956,2,24,,,,,,,,,,,,33,Capped,1,,73,16,2
Heinrich Klaasen,International,South Africa,Wk-Batsman,,170.4,40.94444444,89,98,865,206,2,7,,,,,,,,,,,,34,Capped,23,,22,7,4
Donovan Ferreira,International,South Africa,Wk-Batsman,,166.4,31.38181818,110,118,1037,310,0,8,,,,,,,,,,,,27,Uncapped,1,,58,7,4
Sinethemba Qeshile,International,South Africa,Wk-Batsman,,120.5,22.32,12,42,463,121,0,2,,,,,,,,,,,,27,Capped,0,,23,4,5
Shai Hope,International,West Indies,Wk-Batsman,,126.7,34.85185185,157,283,2970,987,3,18,,,,,,,,,,,,32,Capped,0,,63,12,11
Johnson Charles,International,West Indies,Wk-Batsman,,136.8,32.68493151,247,459,3488,1348,1,30,,,,,,,,,,,,37,Capped,0.66,,50,5,2
Nicholas Pooran,International,West Indies,Wk-Batsman,,171.2,33.42647059,167,157,1328,445,0,14,,,,,,,,,,,,30,Capped,21,,40,4,2
Amir Jangoo,International,West Indies,Wk-Batsman,,96,23.85714286,14,26,348,176,0,3,,,,,,,,,,,,28,Uncapped,0,,13,3,1
Kusal Mendis,International,Sri Lanka,Wk-Batsman,,140.7,32.55357143,68,182,1296,451,1,11,,,,,,,,,,,,31,Capped,1.39,,31,5,9
Dinesh Chandimal,International,Sri Lanka,Wk-Batsman,,135.3,33.34,56,177,1232,456,0,9,,,,,,,,,,,,36,Capped,0.37,,28,4,2
Minod Bhanuka,International,Sri Lanka,Wk-Batsman,,106.4,16.72727273,5,16,173,72,0,0,,,,,,,,,,,,31,Capped,0.18,,10,2,0
Sadeera Samarawickrama,International,Sri Lanka,Wk-Batsman,,126.8,31.40909091,5,79,545,169,0,3,,,,,,,,,,,,30,Capped,0,,22,6,3
Niroshan Dickwella,International,Sri Lanka,Wk-Batsman,,139.4,19.26153846,33,155,898,346,0,6,,,,,,,,,,,,32,Capped,0.32,,39,11,6
Rahmanullah Gurbaz,International,Afghanistan,Wk-Batsman,,136.1,22.625,22,34,266,130,0,2,,,,,,,,,,,,24,Capped,2,,17,0,1
Hazratullah Zazai,International,Afghanistan,Wk-Batsman,,145.7,25.5,98,197,1225,483,1,13,,,,,,,,,,,,28,Capped,0,,22,0,0
Litton Das,International,Bangladesh,Wk-Batsman,,128.4,28.74489796,95,290,2194,820,1,17,,,,,,,,,,,,31,Capped,0.32,,58,14,4
Jaker Ali,International,Bangladesh,Wk-Batsman,,126,24.88888889,50,50,711,264,0,1,,,,,,,,,,,,28,Capped,0.35,,31,3,3
Scott Edwards,International,Netherlands,Wk-Batsman,,121.4,21.01923077,28,86,900,280,0,2,,,,,,,,,,,,39,Capped,0,,63,8,5
Lorcan Tucker,International,Ireland,Wk-Batsman,,115.5,25.72727273,4,30,245,93,0,0,,,,,,,,,,,,29,Capped,0.092,,7,3,1
Tadiwanashe Marumani,International,Zimbabwe,Wk-Batsman,,114.6,16.45283019,21,102,761,361,0,4,,,,,,,,,,,,24,Capped,0,,22,1,1
Innocent Kaia,International,Zimbabwe,Wk-Batsman,,100,15.2,4,21,228,97,0,1,,,,,,,,,,,,33,Capped,0,,8,0,0
Andries Gous,International,USA,Wk-Batsman,,133.1,29.03448276,70,166,1265,503,1,9,,,,,,,,,,,,32,Capped,0.46,,39,7,4
Shayan Jahangir,International,USA,Wk-Batsman,,128.2,23.18421053,35,86,687,244,0,2,,,,,,,,,,,,31,Uncapped,0.14,,15,2,4
Aasif Sheikh,International,Nepal,Wk-Batsman,,110.3,21.45454545,11,43,428,126,0,3,,,,,,,,,,,,24,Capped,0.15,,11,0,0
Lokesh Bam,International,Nepal,Wk-Batsman,,130.4,11,11,15,135,67,0,0,,,,,,,,,,,,26,Uncapped,0.15,,9,0,0
Aarif Sheikh,International,Nepal,Wk-Batsman,,107.2,14.90625,9,45,445,180,0,0,,,,,,,,,,,,28,Uncapped,0.15,,8,0,2
Synthetic_Player_1,International,Nepal,Wk-Batsman,,113.25,18.47,19,49,474,186,0,2,,,,,,,,,,,,27,Uncapped,0.63,,14,2,1
Synthetic_Player_2,International,West Indies,Wk-Batsman,,142.24,29.69,157,311,2314,864,1,20,,,,,,,,,,,,34,Capped,2.6,,56,7,2
Synthetic_Player_3,International,New Zealand,Wk-Batsman,,137.54,31.38,28,91,639,223,0,7,,,,,,,,,,,,32,Capped,0.21,,17,2,1
Synthetic_Player_4,International,India,Wk-Batsman,,135.13,23.11,26,55,466,165,0,2,,,,,,,,,,,,27,Capped,1.44,,19,2,2
Synthetic_Player_5,International,South Africa,Wk-Batsman,,142.25,27.49,39,86,583,223,0,5,,,,,,,,,,,,29,Capped,1.16,,23,2,2
Synthetic_Player_6,International,South Africa,Wk-Batsman,,168.62,35.99,83,111,774,228,2,7,,,,,,,,,,,,32,Capped,17,,25,5,3
Synthetic_Player_7,International,South Africa,Wk-Batsman,,132.87,23.44,32,75,573,211,0,3,,,,,,,,,,,,28,Capped,0.64,,25,4,3
Synthetic_Player_8,International,India,Wk-Batsman,,139.17,28.83,152,302,2417,875,2,17,,,,,,,,,,,,29,Capped,9.58,,68,11,8
Synthetic_Player_9,International,Australia,Wk-Batsman,,136.28,28.76,118,277,2171,775,1,18,,,,,,,,,,,,33,Capped,1,,61,11,4
Synthetic_Player_10,International,Sri Lanka,Wk-Batsman,,138.19,28.58,55,161,1226,420,1,8,,,,,,,,,,,,31,Capped,0.2,,40,7,5
Synthetic_Player_11,International,South Africa,Wk-Batsman,,147.75,26.64,59,89,713,249,0,5,,,,,,,,,,,,28,Capped,3.86,,34,5,4
Synthetic_Player_12,International,South Africa,Wk-Batsman,,165.9,41.5,151,204,1671,475,3,12,,,,,,,,,,,,32,Capped,33.18,,47,16,3
Synthetic_Player_13,International,India,Wk-Batsman,,137.96,37.54,327,536,4840,1520,2,39,,,,,,,,,,,,36,Capped,2.21,,142,31,3
Synthetic_Player_14,International,England,Wk-Batsman,,170.32,32.69,80,100,706,225,1,7,,,,,,,,,,,,30,Capped,15.55,,24,3,2
Synthetic_Player_15,International,New Zealand,Wk-Batsman,,145.68,33.43,41,109,722,269,0,9,,,,,,,,,,,,31,Capped,1.92,,18,0,1
Synthetic_Player_16,International,West Indies,Wk-Batsman,,165.3,31.54,139,179,1355,460,1,12,,,,,,,,,,,,30,Capped,17.12,,46,7,3
Synthetic_Player_17,International,Sri Lanka,Wk-Batsman,,132.08,22.5,41,103,783,276,0,4,,,,,,,,,,,,29,Capped,0.4,,31,5,5
Synthetic_Player_18,International,South Africa,Wk-Batsman,,134.3,21.87,33,62,558,200,0,3,,,,,,,,,,,,27,Capped,0.9,,28,4,3
Synthetic_Player_19,International,Australia,Wk-Batsman,,133.99,31.75,101,258,2110,735,2,16,,,,,,,,,,,,32,Capped,0.57,,55,10,7
Synthetic_Player_20,International,Sri Lanka,Wk-Batsman,,139.96,29.16,75,184,1404,502,1,10,,,,,,,,,,,,31,Capped,1.3,,43,7,5
Synthetic_Player_21,International,South Africa,Wk-Batsman,,140.24,25.98,31,70,537,191,0,4,,,,,,,,,,,,29,Capped,1.01,,23,3,2
Synthetic_Player_22,International,Australia,Wk-Batsman,,136.1,33.87,229,425,3639,1275,3,33,,,,,,,,,,,,33,Capped,1.7,,88,14,2
Synthetic_Player_23,International,India,Wk-Batsman,,144.79,35.83,184,335,2833,913,3,24,,,,,,,,,,,,30,Capped,23.5,,80,18,3
Synthetic_Player_24,International,Sri Lanka,Wk-Batsman,,132.61,33.31,87,247,1990,704,2,14,,,,,,,,,,,,32,Capped,0.28,,51,7,12
Synthetic_Player_25,International,India,Wk-Batsman,,151.81,34.14,159,269,2020,682,1,15,,,,,,,,,,,,28,Capped,24.03,,63,17,5
Synthetic_Player_26,International,Zimbabwe,Wk-Batsman,,108.18,14.01,12,41,394,163,0,1,,,,,,,,,,,,28,Capped,0.62,,12,0,1
Synthetic_Player_27,International,India,Wk-Batsman,,157.88,29.06,77,101,866,279,0,6,,,,,,,,,,,,29,Capped,9.48,,39,4,5
Synthetic_Player_28,International,South Africa,Wk-Batsman,,168.26,41.53,151,183,1569,412,3,11,,,,,,,,,,,,33,Capped,31.93,,45,14,4
Synthetic_Player_29,International,Sri Lanka,Wk-Batsman,,136.9,28.76,55,175,1258,459,1,10,,,,,,,,,,,,34,Capped,0.13,,41,6,3
Synthetic_Player_30,International,New Zealand,Wk-Batsman,,142.48,31.42,60,155,1023,390,0,11,,,,,,,,,,,,32,Capped,0.26,,27,2,1
Synthetic_Player_31,International,Netherlands,Wk-Batsman,,123.18,20.62,28,79,843,261,0,2,,,,,,,,,,,,38,Capped,0.44,,61,9,6
Synthetic_Player_32,International,West Indies,Wk-Batsman,,132.15,32.38,129,303,2554,867,3,16,,,,,,,,,,,,35,Capped,0.24,,83,16,12
Synthetic_Player_33,International,South Africa,Wk-Batsman,,168.89,33.41,104,132,967,308,1,8,,,,,,,,,,,,32,Capped,16.48,,32,4,3
Synthetic_Player_34,International,Australia,Wk-Batsman,,135.35,31.48,163,335,2848,998,2,25,,,,,,,,,,,,32,Capped,2.16,,76,14,4
Synthetic_Player_35,International,Netherlands,Wk-Batsman,,128.81,22.88,35,123,894,294,0,5,,,,,,,,,,,,34,Capped,0.43,,45,7,5
Synthetic_Player_36,International,West Indies,Wk-Batsman,,138.02,31.13,215,401,3110,1175,1,26,,,,,,,,,,,,36,Capped,1.33,,58,6,2
Synthetic_Player_37,Domestic,India,Wk-Batsman,,114.57,24.71,23,54,479,198,0,3,,,,,,,,,,,,28,Uncapped,0.84,,13,3,1
Synthetic_Player_38,International,England,Wk-Batsman,,117.82,18.06,17,50,465,171,0,2,,,,,,,,,,,,29,Capped,0.74,,16,2,2
Synthetic_Player_39,International,India,Wk-Batsman,,143.95,24.85,27,54,421,137,0,2,,,,,,,,,,,,26,Capped,2.74,,18,2,2
Synthetic_Player_40,International,Sri Lanka,Wk-Batsman,,131.78,24.56,28,105,787,269,0,4,,,,,,,,,,,,31,Capped,0.37,,33,6,4
Synthetic_Player_41,Domestic,India,Wk-Batsman,,136.91,25.78,32,63,480,187,0,3,,,,,,,,,,,,24,Uncapped,2.07,,12,3,1
Synthetic_Player_42,International,Nepal,Wk-Batsman,,119.49,17.29,19,50,454,174,0,2,,,,,,,,,,,,27,Capped,0.45,,15,2,2
Synthetic_Player_43,International,West Indies,Wk-Batsman,,167.87,30.48,105,125,949,313,0,8,,,,,,,,,,,,29,Capped,13.66,,40,4,3
Synthetic_Player_44,International,South Africa,Wk-Batsman,,157.03,37.32,150,245,1881,580,3,13,,,,,,,,,,,,32,Capped,31.23,,58,19,3
Synthetic_Player_45,International,South Africa,Wk-Batsman,,169.36,40.67,65,81,704,158,2,6,,,,,,,,,,,,34,Capped,23.29,,15,6,4
Synthetic_Player_46,International,South Africa,Wk-Batsman,,136.57,24.17,28,66,524,195,0,3,,,,,,,,,,,,28,Capped,0.59,,25,3,3
Synthetic_Player_47,International,Australia,Wk-Batsman,,139.27,29.53,187,361,2881,1032,1,24,,,,,,,,,,,,35,Capped,1,,68,10,2
Synthetic_Player_48,International,India,Wk-Batsman,,147.98,25.61,37,74,512,187,0,4,,,,,,,,,,,,26,Capped,4.13,,15,2,1
Synthetic_Player_49,International,New Zealand,Wk-Batsman,,140.04,35.23,68,184,1239,466,0,13,,,,,,,,,,,,35,Capped,0.88,,24,1,1
Synthetic_Player_50,International,India,Wk-Batsman,,142.79,24.92,32,66,484,170,0,3,,,,,,,,,,,,25,Capped,3.01,,16,2,1
Synthetic_Player_51,International,India,Wk-Batsman,,162.49,29.35,80,106,795,271,0,7,,,,,,,,,,,,29,Capped,10.05,,38,4,4
Synthetic_Player_52,International,India,Wk-Batsman,,129.53,22.03,20,52,439,161,0,2,,,,,,,,,,,,27,Capped,0.99,,18,2,2
Synthetic_Player_53,International,Australia,Wk-Batsman,,137.3,29.08,100,254,1935,685,1,16,,,,,,,,,,,,35,Capped,0.5,,58,10,3
Synthetic_Player_54,Domestic,India,Wk-Batsman,,143.96,26.36,41,87,567,230,0,5,,,,,,,,,,,,24,Uncapped,3.73,,10,2,1
Synthetic_Player_55,International,Australia,Wk-Batsman,,138.71,29.5,87,228,1672,606,1,14,,,,,,,,,,,,34,Capped,0.55,,50,8,3
Synthetic_Player_56,International,Australia,Wk-Batsman,,141.15,35.14,269,420,3980,1136,1,29,,,,,,,,,,,,40,Capped,2.78,,126,31,3
Synthetic_Player_57,International,Sri Lanka,Wk-Batsman,,131.26,24.51,34,109,809,274,0,4,,,,,,,,,,,,31,Capped,0.5,,31,5,4
Synthetic_Player_58,International,Netherlands,Wk-Batsman,,130.83,27.62,91,205,1898,571,1,11,,,,,,,,,,,,39,Capped,1.9,,85,17,6
Synthetic_Player_59,International,South Africa,Wk-Batsman,,133.82,21.7,32,70,631,215,0,3,,,,,,,,,,,,27,Capped,0.54,,27,4,3
Synthetic_Player_60,International,Sri Lanka,Wk-Batsman,,135.48,27.27,47,156,1088,400,1,8,,,,,,,,,,,,34,Capped,0.48,,38,5,3
Synthetic_Player_61,International,South Africa,Wk-Batsman,,154.14,28,63,101,724,263,0,6,,,,,,,,,,,,29,Capped,5.23,,33,4,3
Synthetic_Player_62,International,Nepal,Wk-Batsman,,117.49,18.96,17,54,462,172,0,1,,,,,,,,,,,,28,Capped,0.76,,14,1,1
Synthetic_Player_63,International,New Zealand,Wk-Batsman,,138.06,34.58,225,413,3719,1274,4,31,,,,,,,,,,,,31,Capped,5.47,,107,18,5
Synthetic_Player_64,International,India,Wk-Batsman,,165.07,28.62,50,73,551,174,0,5,,,,,,,,,,,,28,Capped,12.37,,24,0,2
Synthetic_Player_65,Domestic,India,Wk-Batsman,,114.9,24.69,28,57,558,214,0,3,,,,,,,,,,,,26,Uncapped,0.63,,14,4,1
Synthetic_Player_66,International,South Africa,Wk-Batsman,,143.73,27.58,36,82,601,221,0,4,,,,,,,,,,,,29,Capped,1.4,,25,3,2
Synthetic_Player_67,International,Nepal,Wk-Batsman,,119.98,18.74,23,50,461,183,0,2,,,,,,,,,,,,25,Uncapped,0.18,,15,2,1
Synthetic_Player_68,International,Australia,Wk-Batsman,,157.86,29.89,27,66,394,133,0,4,,,,,,,,,,,,29,Capped,8,,12,2,1
Synthetic_Player_69,International,Nepal,Wk-Batsman,,99.35,19.34,17,55,496,219,0,3,,,,,,,,,,,,29,Uncapped,0.65,,12,1,1
Synthetic_Player_70,International,Australia,Wk-Batsman,,139.54,33,237,404,3543,1139,1,29,,,,,,,,,,,,37,Capped,1.69,,98,20,2
Synthetic_Player_71,International,India,Wk-Batsman,,165.9,29.14,57,85,654,204,0,5,,,,,,,,,,,,28,Capped,12.71,,25,0,2
Synthetic_Player_72,International,India,Wk-Batsman,,154.05,26.18,37,64,434,148,0,3,,,,,,,,,,,,27,Capped,6.16,,19,2,1
Synthetic_Player_73,International,Australia,Wk-Batsman,,136.34,29.65,160,332,2774,959,2,23,,,,,,,,,,,,34,Capped,0.91,,77,15,3
Synthetic_Player_74,International,West Indies,Wk-Batsman,,155.17,29.43,137,232,1702,631,1,16,,,,,,,,,,,,30,Capped,11.58,,54,7,2
Synthetic_Player_75,International,India,Wk-Batsman,,136.08,32.12,187,366,3173,1116,3,26,,,,,,,,,,,,31,Capped,8.83,,86,14,6
Synthetic_Player_76,International,Sri Lanka,Wk-Batsman,,125.84,23.76,24,67,541,176,0,3,,,,,,,,,,,,31,Capped,0.56,,18,3,2
Synthetic_Player_77,International,Australia,Wk-Batsman,,132.76,31.71,152,330,2862,980,2,19,,,,,,,,,,,,35,Capped,0.28,,90,19,9
Synthetic_Player_78,International,Afghanistan,Wk-Batsman,,140.12,28.41,101,232,1648,621,1,14,,,,,,,,,,,,33,Capped,0.07,,47,6,2
Synthetic_Player_79,International,Zimbabwe,Wk-Batsman,,92.78,13.87,2,8,199,111,0,1,,,,,,,,,,,,33,Capped,1.19,,9,0,0
Synthetic_Player_80,International,India,Wk-Batsman,,137.24,34.79,243,394,3772,1067,1,26,,,,,,,,,,,,40,Uncapped,2.49,,137,35,5
Synthetic_Player_81,International,Sri Lanka,Wk-Batsman,,127.17,22.42,26,75,581,207,0,3,,,,,,,,,,,,30,Capped,0.5,,24,4,3
Synthetic_Player_82,International,Nepal,Wk-Batsman,,120.6,19.61,19,43,418,155,0,1,,,,,,,,,,,,26,Capped,0.62,,15,2,1
Synthetic_Player_83,International,India,Wk-Batsman,,137.12,36.04,236,346,3626,875,0,22,,,,,,,,,,,,42,Uncapped,3.96,,148,42,6
Synthetic_Player_84,International,Australia,Wk-Batsman,,131.61,27.17,96,232,2016,647,1,13,,,,,,,,,,,,37,Capped,1.44,,71,14,4
Synthetic_Player_85,International,South Africa,Wk-Batsman,,135.84,25.65,33,74,541,191,0,4,,,,,,,,,,,,29,Capped,0.89,,22,2,2
Synthetic_Player_86,International,Afghanistan,Wk-Batsman,,147.92,29.59,87,183,1250,483,1,12,,,,,,,,,,,,31,Capped,2.79,,39,5,1
Synthetic_Player_87,International,Nepal,Wk-Batsman,,122.6,19.95,18,47,456,164,0,2,,,,,,,,,,,,27,Capped,0.62,,16,2,2
